messages,label
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",Non-Spam
Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,Non-Spam
Its worse if if uses half way then stops. Its better for him to complete it.,Non-Spam
Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,Non-Spam
Send me the new number,Non-Spam
Convey my regards to him,Non-Spam
Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,Spam
2 and half years i missed your friendship:-),Non-Spam
I cant pick the phone right now. Pls send a message,Non-Spam
Oh for fuck's sake she's in like tallahassee,Non-Spam
"Haha, that was the first person I was gonna ask",Non-Spam
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",Spam
Taka lor. Wat time u wan 2 come n look 4 us?,Non-Spam
* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,Spam
"\I;m reaching in another 2 stops.\""""",Non-Spam
"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",Non-Spam
Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,Spam
Will you come online today night,Non-Spam
Then anything special?,Non-Spam
"I'm in solihull, | do you want anything?",Non-Spam
Will do. Have a good day,Non-Spam
WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,Non-Spam
Love that holiday Monday feeling even if I have to go to the dentists in an hour,Non-Spam
I am on the way to tirupur.,Non-Spam
"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",Spam
You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,Non-Spam
We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,Non-Spam
"Just dropped em off, omw back now",Non-Spam
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",Spam
Sitting in mu waiting for everyone to get out of my suite so I can take a shower,Non-Spam
Re your call; You didn't see my facebook huh?,Non-Spam
"G says you never answer your texts, confirm/deny",Non-Spam
"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",Non-Spam
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,Non-Spam
Oh yah... We never cancel leh... Haha ,Non-Spam
We can go 4 e normal pilates after our intro...  ,Non-Spam
Ok... Let u noe when i leave my house.,Non-Spam
"Oh yes, why is it like torture watching england?",Non-Spam
Wanna do some art?! :D,Non-Spam
Just hopeing that wasnÛ÷t too pissed up to remember and has gone off to his sisters or something!,Non-Spam
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",Spam
"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",Spam
"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",Non-Spam
Match started.india  &lt;#&gt;  for 2,Non-Spam
Once free call me sir.,Non-Spam
Hey do you want anything to buy:),Non-Spam
"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",Non-Spam
K..k.:)congratulation ..,Non-Spam
G wants to know where the fuck you are,Non-Spam
No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,Non-Spam
Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,Non-Spam
ÌÏ go home liao? Ask dad to pick me up at 6...,Non-Spam
Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,Non-Spam
"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",Non-Spam
Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,Non-Spam
Wrong phone! This phone! I answer this one but assume the other is people i don't well,Non-Spam
"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",Non-Spam
I'm already back home so no probably not,Non-Spam
Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,Spam
"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",Spam
I am in bus on the way to calicut,Non-Spam
Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,Non-Spam
hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,Non-Spam
"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",Spam
I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,Non-Spam
U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,Non-Spam
Doing my masters. When will you buy a bb cos i have for sale and how's bf,Non-Spam
"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",Non-Spam
I'm vivek:)i got call from your number.,Non-Spam
Why didn't u call on your lunch?,Non-Spam
"What i mean was i left too early to check, cos i'm working a 9-6.",Non-Spam
I want  &lt;#&gt;  rs da:)do you have it?,Non-Spam
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",Non-Spam
Yup ok...,Non-Spam
I want to see your pretty pussy...,Non-Spam
Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,Spam
"A few people are at the game, I'm at the mall with iouri and kaila",Non-Spam
URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,Spam
You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill,Spam
Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,Non-Spam
I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,Non-Spam
We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,Non-Spam
Hey come online! Use msn... We are all there,Non-Spam
I'm fine. Hope you are good. Do take care.,Non-Spam
Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,Non-Spam
Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,Non-Spam
Yar... I tot u knew dis would happen long ago already.,Non-Spam
You are gorgeous! keep those pix cumming :) thank you!,Non-Spam
"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",Non-Spam
JADE ITS PAUL. Y DIDNåÕT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,Non-Spam
Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),Non-Spam
So what u doing today?,Non-Spam
I said its okay. Sorry,Non-Spam
Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,Non-Spam
Networking job is there.,Non-Spam
goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,Spam
Dont let studying stress you out. L8r.,Non-Spam
That's y u haf 2 keep me busy...,Non-Spam
No rushing. I'm not working. I'm in school so if we rush we go hungry.,Non-Spam
Which channel:-):-):):-).,Non-Spam
So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,Non-Spam
Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,Spam
"We made it! Eta at taunton is 12:30 as planned, hope thatÛ÷s still okday?! Good to see you! :-xx",Non-Spam
I'm hungry buy smth home...,Non-Spam
\HEY KATE,Non-Spam
My drive can only be read. I need to write,Non-Spam
"Just looked it up and addie goes back Monday, sucks to be her",Non-Spam
Happy new year. Hope you are having a good semester,Non-Spam
Esplanade lor. Where else...,Non-Spam
Can you talk with me..,Non-Spam
"Hmph. Go head, big baller.",Non-Spam
Well its not like you actually called someone a punto. That woulda been worse.,Non-Spam
"Nope. Since ayo travelled, he has forgotten his guy",Non-Spam
You still around? Looking to pick up later,Non-Spam
CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,Spam
There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,Non-Spam
Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,Non-Spam
ILL B DOWN SOON,Non-Spam
Oh k. . I will come tomorrow,Non-Spam
Go fool dont cheat others ok,Non-Spam
"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",Non-Spam
"By the way, 'rencontre' is to meet again. Mountains dont....",Non-Spam
You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,Spam
U attend ur driving lesson how many times a wk n which day?,Non-Spam
"Uncle G, just checking up on you. Do have a rewarding month",Non-Spam
Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,Non-Spam
I think the other two still need to get cash but we can def be ready by 9,Non-Spam
Hey gals...U all wanna meet 4 dinner at nÌÂte? ,Non-Spam
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,Spam
Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,Non-Spam
Great! How is the office today?,Non-Spam
"It's cool, we can last a little while. Getting more any time soon?",Non-Spam
:-( sad puppy noise,Non-Spam
Yes its possible but dint try. Pls dont tell to any one k,Non-Spam
Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,Non-Spam
Where you. What happen,Non-Spam
I was gonna ask you lol but i think its at 7,Non-Spam
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,Spam
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,Spam
Go chase after her and run her over while she's crossing the street,Non-Spam
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),Spam
Is there coming friday is leave for pongal?do you get any news from your work place.,Non-Spam
Hey... Very inconvenient for your sis a not huh?,Non-Spam
Ok i vl..do u know i got adsense approved..,Non-Spam
"* Was really good to see you the other day dudette, been missing you!",Non-Spam
I want to go to perumbavoor,Non-Spam
How many times i told in the stage all use to laugh. You not listen aha.,Non-Spam
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,Spam
(You didn't hear it from me),Non-Spam
Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,Non-Spam
Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,Non-Spam
Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,Spam
She ran off with a younger man. we will make pretty babies together :),Non-Spam
Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,Spam
O ic lol. Should play 9 doors sometime yo,Non-Spam
"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",Non-Spam
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",Non-Spam
Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,Non-Spam
Hmmm.still we dont have opener?,Non-Spam
Yeah so basically any time next week you can get away from your mom &amp; get up before 3,Non-Spam
"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",Non-Spam
I will vote for wherever my heart guides me,Non-Spam
With my sis lor... We juz watched italian job.,Non-Spam
"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",Non-Spam
Lmao you know me so well...,Non-Spam
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,Spam
Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,Non-Spam
Goodnight da thangam I really miss u dear.,Non-Spam
Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,Non-Spam
"Geeeee ... Your internet is really bad today, eh ?",Non-Spam
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,Spam
I think i am disturbing her da,Non-Spam
"Sorry, I'll call you  later. I am in meeting sir.",Non-Spam
Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,Non-Spam
Ok i also wan 2 watch e 9 pm show...,Non-Spam
I dunno lei... Like dun haf...,Non-Spam
But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,Non-Spam
I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,Non-Spam
83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,Spam
Talk to g and x about that,Non-Spam
Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),Non-Spam
5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,Spam
As in different styles?,Non-Spam
WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,Spam
Gud ni8 dear..slp well..take care..swt dreams..Muah..,Non-Spam
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,Non-Spam
"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921",Spam
"Well, i'm glad you didn't find it totally disagreeable ... Lol",Non-Spam
"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",Non-Spam
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,Spam
Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,Non-Spam
\Keep ur problems in ur heart,Non-Spam
"Yeah, give me a call if you've got a minute",Non-Spam
\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH,Non-Spam
Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),Non-Spam
Aiya we discuss later lar... Pick Ì_ up at 4 is it?,Non-Spam
Hey happy birthday...,Non-Spam
Sorry i missed your call. Can you please call back.,Non-Spam
Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,Non-Spam
"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",Non-Spam
I wont do anything de.,Non-Spam
What type of stuff do you sing?,Non-Spam
"St andre, virgil's cream",Non-Spam
No no. I will check all rooms befor activities,Non-Spam
"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",Non-Spam
Gokila is talking with you aha:),Non-Spam
"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",Non-Spam
K.k.this month kotees birthday know?,Non-Spam
But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,Non-Spam
Sorry about that this is my mates phone and i didnt write it love Kate,Non-Spam
"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",Spam
"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",Non-Spam
"Aight, call me once you're close",Non-Spam
Nope thats fine. I might have a nap tho! ,Non-Spam
This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,Spam
In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,Non-Spam
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",Non-Spam
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,Non-Spam
Ding me on ya break fassyole! Blacko from londn,Non-Spam
I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,Non-Spam
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",Non-Spam
Oh you got many responsibilities.,Non-Spam
You have 1 new message. Please call 08715205273,Spam
I've reached sch already...,Non-Spam
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,Spam
U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,Non-Spam
Argh why the fuck is nobody in town ;_;,Non-Spam
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",Spam
Thanks. Fills me with complete calm and reassurance! ,Non-Spam
Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,Non-Spam
Are you driving or training?,Non-Spam
Lol for real. She told my dad I have cancer,Non-Spam
PRIVATE! Your 2003 Account Statement for 078,Spam
"Oops I did have it,  &lt;#&gt; ?",Non-Spam
"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",Non-Spam
"Hi Chikku, send some nice msgs",Non-Spam
"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",Non-Spam
"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",Non-Spam
"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",Non-Spam
Cuz ibored. And don wanna study,Non-Spam
Wot about on wed nite I am 3 then but only til 9!,Non-Spam
"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",Non-Spam
Any way where are you and what doing.,Non-Spam
That sucks. I'll go over so u can do my hair. You'll do it free right?,Non-Spam
it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,Non-Spam
"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",Non-Spam
Sday only joined.so training we started today:),Non-Spam
Sorry * was at the grocers.,Non-Spam
There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,Non-Spam
"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",Spam
Yup... I havent been there before... You want to go for the yoga? I can call up to book ,Non-Spam
Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,Non-Spam
Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,Non-Spam
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,Spam
Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,Non-Spam
Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,Non-Spam
I'm in office now da:)where are you?,Non-Spam
Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,Non-Spam
Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,Non-Spam
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,Spam
K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),Non-Spam
Pls call me da. What happen.,Non-Spam
"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",Non-Spam
No problem with the renewal. I.ll do it right away but i dont know his details.,Non-Spam
Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,Non-Spam
Haven't left yet so probably gonna be here til dinner,Non-Spam
"Like  &lt;#&gt; , same question",Non-Spam
MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,Non-Spam
"Sir, I need Velusamy sir's date of birth and company bank facilities details.",Non-Spam
K k:) sms chat with me.,Non-Spam
I will come with karnan car. Please wait till 6pm will directly goto doctor.,Non-Spam
No but the bluray player can,Non-Spam
Ok... Then r we meeting later?,Non-Spam
Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,Non-Spam
Just send a text. We'll skype later.,Non-Spam
Ok leave no need to ask,Non-Spam
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",Spam
ÌÏ still got lessons?  ÌÏ in sch?,Non-Spam
Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,Non-Spam
Oh did you charge camera,Non-Spam
"IÛ÷ve got some salt, you can rub it in my open wounds if you like!",Non-Spam
Now i'm going for lunch.,Non-Spam
I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,Non-Spam
Oh k. . I will come tomorrow,Non-Spam
"Aight, text me tonight and we'll see what's up",Non-Spam
U 2.,Non-Spam
Water logging in desert. Geoenvironmental implications.,Non-Spam
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,Non-Spam
Company is very good.environment is terrific and food is really nice:),Non-Spam
"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",Non-Spam
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,Spam
"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",Non-Spam
"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",Non-Spam
K sure am in my relatives home. Sms me de. Pls:-),Non-Spam
I sent them. Do you like?,Non-Spam
"Fuuuuck I need to stop sleepin, sup",Non-Spam
I'm in town now so i'll jus take mrt down later.,Non-Spam
I just cooked a rather nice salmon a la you,Non-Spam
I uploaded mine to Facebook,Non-Spam
WHAT TIME U WRKIN?,Non-Spam
Okie,Non-Spam
ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,Spam
Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,Spam
"Sorry, I'll call later",Non-Spam
Oh oh... Den muz change plan liao... Go back have to yan jiu again...,Non-Spam
"It's wylie, you in tampa or sarasota?",Non-Spam
Ok... Take ur time n enjoy ur dinner...,Non-Spam
Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,Non-Spam
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",Spam
I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..,Non-Spam
She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,Non-Spam
Ugh my leg hurts. Musta overdid it on mon.,Non-Spam
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,Spam
"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",Spam
WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,Non-Spam
Me fine..absolutly fine,Non-Spam
How come she can get it? Should b quite diff to guess rite...,Non-Spam
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,Spam
I will reach ur home in  &lt;#&gt;  minutes,Non-Spam
"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",Non-Spam
Hi.what you think about match?,Non-Spam
"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",Non-Spam
Dai i downloaded but there is only exe file which i can only run that exe after installing.,Non-Spam
It is only yesterday true true.,Non-Spam
K.k.how is your business now?,Non-Spam
3 pa but not selected.,Non-Spam
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,Spam
I keep ten rs in my shelf:) buy two egg.,Non-Spam
I am late. I will be there at,Non-Spam
Well thats nice. Too bad i cant eat it,Non-Spam
I accidentally brought em home in the box,Non-Spam
Pls she needs to dat slowly or she will vomit more.,Non-Spam
I have to take exam with in march 3,Non-Spam
"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",Non-Spam
5 nights...We nt staying at port step liao...Too ex,Non-Spam
